
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,54824.000000,54824.000000,p32-changcheng-1107,p32-changcheng-1107,cc-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,54824.000000,54824.000000,p32-changcheng-1107,p32-changcheng-1107,dh-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,110155.000000,110155.000000,p32-changcheng-1107,p32-changcheng-1107,dh-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,113281.000000,113281.000000,p32-changcheng-1107,p32-changcheng-1107,zy-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,135804.000000,135804.000000,p32-changcheng-1107,p32-changcheng-1107,zy-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,202232.000000,202232.000000,p32-changcheng-1107,p32-changcheng-1107,dj20-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,202232.000000,202232.000000,p32-changcheng-1107,p32-changcheng-1107,zhuan01-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,202232.000000,202232.000000,p32-changcheng-1107,p32-changcheng-1107,yycz1-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,223306.000000,223306.000000,p32-changcheng-1107,p32-changcheng-1107,lm-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,225773.000000,225773.000000,p32-changcheng-1107,p32-changcheng-1107,lm-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,236875.000000,236875.000000,p32-changcheng-1107,p32-changcheng-1107,py-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,240354.000000,240354.000000,p32-changcheng-1107,p32-changcheng-1107,py-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,360792.000000,360792.000000,p32-changcheng-1107,p32-changcheng-1107,yycz1-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,366806.000000,366806.000000,p32-changcheng-1107,p32-changcheng-1107,yycz2-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,366806.000000,366806.000000,p32-changcheng-1107,p32-changcheng-1107,sds-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,371239.000000,371239.000000,p32-changcheng-1107,p32-changcheng-1107,sds-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,385512.000000,385512.000000,p32-changcheng-1107,p32-changcheng-1107,wjs-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,385820.000000,385820.000000,p32-changcheng-1107,p32-changcheng-1107,wjs-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,445059.000000,445059.000000,p32-changcheng-1107,p32-changcheng-1107,dj20-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,445059.000000,445059.000000,p32-changcheng-1107,p32-changcheng-1107,dj40-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,489867.000000,489867.000000,p32-changcheng-1107,p32-changcheng-1107,yycz2-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,495579.000000,495579.000000,p32-changcheng-1107,p32-changcheng-1107,wl-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,495732.000000,495732.000000,p32-changcheng-1107,p32-changcheng-1107,wl-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,497542.000000,497542.000000,p32-changcheng-1107,p32-changcheng-1107,yycz3-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,652142.000000,652142.000000,p32-changcheng-1107,p32-changcheng-1107,dj40-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,652142.000000,652142.000000,p32-changcheng-1107,p32-changcheng-1107,dj60-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,760874.000000,760874.000000,p32-changcheng-1107,p32-changcheng-1107,yycz3-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,765846.000000,765846.000000,p32-changcheng-1107,p32-changcheng-1107,yycz4-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,788035.000000,788035.000000,p32-changcheng-1107,p32-changcheng-1107,wjj-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,788698.000000,788698.000000,p32-changcheng-1107,p32-changcheng-1107,wjj-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,970195.000000,970195.000000,p32-changcheng-1107,p32-changcheng-1107,yycz4-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,986388.000000,986388.000000,p32-changcheng-1107,p32-changcheng-1107,dj60-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,986388.000000,986388.000000,p32-changcheng-1107,p32-changcheng-1107,dj80-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,991926.000000,991926.000000,p32-changcheng-1107,p32-changcheng-1107,djj-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,994317.000000,994317.000000,p32-changcheng-1107,p32-changcheng-1107,djj-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1012076.000000,1012076.000000,p32-changcheng-1107,p32-changcheng-1107,blxz1-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1160333.000000,1160333.000000,p32-changcheng-1107,p32-changcheng-1107,sjj-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1161553.000000,1161553.000000,p32-changcheng-1107,p32-changcheng-1107,sjj-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1167544.000000,1167544.000000,p32-changcheng-1107,p32-changcheng-1107,blxz1-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1183544.000000,1183544.000000,p32-changcheng-1107,p32-changcheng-1107,blxz2-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1187124.000000,1187124.000000,p32-changcheng-1107,p32-changcheng-1107,dj80-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1187124.000000,1187124.000000,p32-changcheng-1107,p32-changcheng-1107,dj100-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1274582.000000,1274582.000000,p32-changcheng-1107,p32-changcheng-1107,blxz2-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1280534.000000,1280534.000000,p32-changcheng-1107,p32-changcheng-1107,blxz3-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1501387.000000,1501387.000000,p32-changcheng-1107,p32-changcheng-1107,blxz3-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1510096.000000,1510096.000000,p32-changcheng-1107,p32-changcheng-1107,dj100-e
